1, 0, 164, 222.223
2, 0, 164, 223.086
3, 0, 164, 220.494
4, 0, 163, 215.317
5, 0, 163, 210.133
6, 0, 162, 202.857
7, 0, 163, 194.439
8, 0, 162, 185.02
9, 0, 161, 173.626
10, 0, 161, 165.217
11, 0, 160, 157.331
12, 0, 159, 151.064
13, 0, 157, 140.938
14, 0, 156, 132.315
15, 0, 155, 123.427
16, 0, 156, 111.348
17, 0, 155, 98.4271
18, 0, 155, 82.3835
19, 0, 155, 70.6878
20, 0, 156, 57.5961
21, 0, 156, 42.9224
22, 0, 156, 27.2009
23, 0, 155, 10
32, 3, 119, 353.156
33, 3, 119, 341.69
34, 3, 118, 322.873
35, 3, 118, 307.076
36, 3, 118, 291.087
37, 3, 118, 276.531
38, 3, 118, 258.889
39, 3, 118, 238.789
40, 3, 117.495, 223.495
41, 3, 117, 211.168
42, 3, 118, 199.147
43, 3, 117, 184.727
44, 3, 116, 170.723
45, 3, 116, 156.902
46, 3, 115, 142.567
47, 3, 114.58, 129.58
48, 3, 114, 117.314
49, 3, 114, 101.199
50, 3, 114, 90.2
51, 3, 112, 76.2667
52, 3, 112, 62.8142
53, 3, 112, 50.1735
54, 3, 114, 37.4629
55, 3, 112, 21.3159
52, 4, 179, 345.846
53, 4, 178, 332.456
54, 4, 178, 319.704
55, 4, 178, 304.919
56, 4, 178, 292.442
57, 4, 177, 279.487
58, 4, 177, 266.298
59, 4, 176, 254.827
60, 4, 176, 242.463
61, 4, 176, 233.329
62, 4, 176, 221.606
63, 4, 176, 210.459
64, 4, 175, 198.079
65, 4, 175, 186.52
66, 4, 175, 175.455
67, 4, 174, 163.514
68, 4, 174, 152.998
69, 4, 174, 141.424
70, 4, 174, 128.491
71, 4, 173, 111.421
72, 4, 172, 98.4672
73, 4, 174, 86.9968
74, 4, 173, 72.0373
75, 4, 173, 58.3781
76, 4, 173, 45.4598
77, 4, 173, 29.2159
78, 4, 171, 13.5757
60, 5, 44, 347.867
61, 5, 44, 337.741
62, 5, 43, 325.214
63, 5, 43, 315
64, 5, 43, 298.87
65, 5, 42, 286.434
66, 5, 42, 274.503
67, 5, 42, 262.049
68, 5, 41, 250.462
69, 5, 41, 238.273
70, 5, 41, 224.532
71, 5, 40, 207.419
72, 5, 40, 194.186
73, 5, 41, 182.19
74, 5, 40, 167.684
75, 5, 40, 155.418
76, 5, 40, 142.486
77, 5, 39, 127.422
78, 5, 38.3, 113.3
79, 5, 39, 99.5808
80, 5, 39, 88.3547
81, 5, 38, 74.1175
82, 5, 37, 63.8383
83, 5, 38, 53.5984
84, 5, 38, 40.2109
85, 5, 38, 30.4889
86, 5, 37, 20.4157
87, 5, 37, 9.81701
