1, 0, 283, 316.756
2, 0, 284, 319.593
3, 0, 284, 318.807
4, 0, 284, 318.508
5, 0, 283, 315.674
6, 0, 283, 303.152
7, 0, 283, 290.782
8, 0, 284, 279.952
9, 0, 284, 272.186
10, 0, 284, 258.788
11, 0, 269, 248.304
12, 0, 269, 237.064
13, 0, 269, 223.351
14, 0, 268, 215.088
15, 0, 267, 206.029
16, 0, 268, 201.68
17, 0, 268, 197.24
18, 0, 269, 194.509
19, 0, 269, 192.626
20, 0, 269, 188.415
21, 0, 269, 187.938
22, 0, 269, 188.608
23, 0, 268, 191
24, 0, 266, 193.389
25, 0, 267, 191.493
26, 0, 282, 192.038
27, 0, 298, 193.75
28, 0, 313, 195.993
29, 0, 328, 197.51
30, 0, 344, 190.503
31, 0, 358, 187.45
32, 0, 373, 185.784
33, 0, 388, 187.406
34, 0, 404, 191.523
35, 0, 418, 187.508
36, 0, 434, 189.206
37, 0, 433, 186.177
38, 0, 433, 187.485
39, 0, 433, 188.201
40, 0, 433, 189.197
41, 0, 433, 187.676
42, 0, 433, 174.235
43, 0, 418, 149.2
44, 0, 432, 129.258
45, 0, 432, 110.822
46, 0, 433, 88.1889
47, 0, 433, 71.3298
48, 0, 433, 56.1726
49, 0, 434, 46.4165
9, 1, 194, 346.359
10, 1, 194, 332.169
11, 1, 194, 318.492
12, 1, 194, 306.461
13, 1, 194, 290.644
14, 1, 193, 282.087
15, 1, 193, 272.263
16, 1, 193.3, 267.3
17, 1, 193, 262.421
18, 1, 194, 259.42
19, 1, 194, 257.399
20, 1, 194, 252.506
21, 1, 194, 252.13
22, 1, 194, 252.549
23, 1, 193, 254.138
24, 1, 190, 256.501
25, 1, 191, 254.73
26, 1, 207, 255.426
27, 1, 223, 256.522
28, 1, 238, 258.744
29, 1, 253, 260.606
30, 1, 269, 254.027
31, 1, 283, 250.485
32, 1, 298, 249.305
33, 1, 313, 250.495
34, 1, 329, 255.122
35, 1, 343, 251.469
36, 1, 359, 254.285
37, 1, 358, 250.599
38, 1, 358, 252.158
39, 1, 358, 252.421
40, 1, 358, 253.458
41, 1, 358, 252.023
42, 1, 343, 240.111
43, 1, 342, 215.561
44, 1, 340, 195.118
45, 1, 342, 177.864
46, 1, 343, 156.305
47, 1, 343, 140.286
48, 1, 342, 125.679
49, 1, 342, 116.392
50, 1, 342, 94.6452
51, 1, 344, 75.5081
52, 1, 344, 46.5147
53, 1, 344, 27.0357
54, 1, 344, 9.55901
60, 1, 330, 9.5839
65, 1, 269, 17.2827
66, 1, 254, 17.4472
67, 1, 254, 16.3848
68, 1, 239, 14.5937
69, 1, 224, 15.5499
70, 1, 209, 18.3062
71, 1, 209, 22.0938
72, 1, 180, 10.1181
74, 1, 149.617, 11.3831
75, 1, 134, 12.9524
76, 1, 119, 18.248
77, 1, 104, 15.7239
78, 1, 88, 11.7684
79, 1, 73.2963, 11.7037
80, 1, 58, 16.9732
81, 1, 43, 15.2848
82, 1, 28, 14.6623
83, 1, 14, 8.18138
162, 1, 256, 13.3947
163, 1, 288.313, 61.3134
164, 1, 303.947, 84.947
165, 1, 322.607, 112.607
166, 1, 339.915, 139.915
167, 1, 356.45, 166.45
168, 1, 381.314, 205.314
169, 1, 402.011, 237.011
170, 1, 418.953, 265.953
171, 1, 435.462, 297.462
172, 1, 450.667, 327.667
172, 2, 6.95652, 45.9565
173, 2, 38, 64
174, 2, 65.6199, 74.6199
175, 2, 77.3468, 96.3468
176, 2, 107.293, 115.293
177, 2, 133.881, 132.881
178, 2, 156.275, 144.275
179, 2, 182.752, 166.752
180, 2, 204.708, 207.708
181, 2, 223.894, 233.894
182, 2, 244.607, 261.607
183, 2, 273.181, 292.181
184, 2, 294.049, 311.05
185, 2, 304.553, 319.553
186, 2, 307.721, 322.721
187, 2, 305.887, 322.887
188, 2, 305.395, 323.395
189, 2, 299.335, 319.335
190, 2, 287.359, 313.359
191, 2, 281.217, 293.217
192, 2, 266, 282.138
193, 2, 254, 268.03
194, 2, 235.79, 249.79
195, 2, 225.673, 231.673
196, 2, 221, 216.269
197, 2, 201, 205.171
198, 2, 190, 198
199, 2, 180, 187.222
200, 2, 160, 163.27
201, 2, 146, 131.69
202, 2, 119, 158.798
203, 2, 103, 200.189
204, 2, 102, 224.701
205, 2, 108, 229.894
206, 2, 116.907, 228.093
207, 2, 102.554, 209.446
208, 2, 97, 201.271
209, 2, 94.6153, 200.385
210, 2, 95, 198.219
211, 2, 84.561, 186.439
212, 2, 58.1664, 172.834
213, 2, 21.5759, 144.424
