1, Device, Nyanko Sensei, iPhone5,2
2, Motion Rate, 0.0333
3, Location, 45984.3521, -43.516258, 172.554360, 43.5762, 10.0000, 12.0000
4, Heading, 45984.3177, 250.4918, 274.0209
5, Gyroscope, 45985.0218, 0.069516, 0.057301, -0.061226
6, Accelerometer, 45985.0218, 0.015895, -0.015828, -0.006027
7, Gravity, 45985.0218, 0.028981, -0.998515, -0.046127
8, Calibrated Magnetic Field, 45985.0218, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
9, Motion, 45985.0218
10, Gyroscope, 45985.0531, 0.044705, -0.006403, -0.017402
11, Accelerometer, 45985.0531, 0.004854, -0.009884, -0.006086
12, Gravity, 45985.0531, 0.029631, -0.998554, -0.044848
13, Calibrated Magnetic Field, 45985.0531, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
14, Motion, 45985.0531
15, Frame, 45985.0063, 0
16, Gyroscope, 45985.0845, 0.061456, 0.085061, -0.033388
17, Accelerometer, 45985.0845, 0.015799, -0.010633, 0.005926
18, Gravity, 45985.0845, 0.031030, -0.998584, -0.043219
19, Calibrated Magnetic Field, 45985.0845, 0.000000, 0.000000, 0.000000, 0.000000, 63113990400.000000, -0.000000
20, Motion, 45985.0845
21, Gyroscope, 45985.1159, -0.044655, 0.052636, 0.005302
22, Accelerometer, 45985.1159, -0.013386, 0.003375, -0.014284
23, Gravity, 45985.1159, 0.031178, -0.998583, -0.043119
24, Calibrated Magnetic Field, 45985.1159, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
25, Motion, 45985.1159
26, Gyroscope, 45985.1473, 0.051784, -0.034249, 0.007199
27, Accelerometer, 45985.1473, -0.013481, 0.000307, -0.008118
28, Gravity, 45985.1473, 0.031059, -0.998629, -0.042145
29, Calibrated Magnetic Field, 45985.1473, 0.000000, 0.000000, 0.000000, 0.000000, 63113990400.000000, -0.000000
30, Motion, 45985.1473
31, Heading, 45985.1960, 251.9401, 275.4692
32, Gyroscope, 45985.1786, -0.028432, -0.010445, -0.016908
33, Accelerometer, 45985.1786, -0.010588, -0.003185, 0.020957
34, Gravity, 45985.1786, 0.031339, -0.998631, -0.041877
35, Calibrated Magnetic Field, 45985.1786, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
36, Motion, 45985.1786
37, Gyroscope, 45985.2100, 0.003654, 0.085539, -0.035588
38, Accelerometer, 45985.2100, 0.007633, -0.002380, -0.011332
39, Gravity, 45985.2100, 0.032696, -0.998551, -0.042745
40, Calibrated Magnetic Field, 45985.2100, 0.000000, 0.000000, 0.000000, 0.000000, 63113990400.000000, -0.000000
41, Motion, 45985.2100
42, Frame, 45985.2062, 1
43, Gyroscope, 45985.2414, 0.031542, -0.030374, -0.042376
44, Accelerometer, 45985.2414, -0.003994, -0.019306, -0.053589
45, Gravity, 45985.2414, 0.034206, -0.998364, -0.045822
46, Calibrated Magnetic Field, 45985.2414, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
47, Motion, 45985.2414
48, Gyroscope, 45985.2728, -0.029417, -0.000057, 0.029031
49, Accelerometer, 45985.2728, 0.000836, -0.000754, 0.017856
50, Gravity, 45985.2728, 0.033313, -0.998483, -0.043842
51, Calibrated Magnetic Field, 45985.2728, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
52, Motion, 45985.2728
53, Gyroscope, 45985.3041, 0.012639, -0.084831, -0.004882
54, Accelerometer, 45985.3041, -0.025466, 0.003494, -0.011469
55, Gravity, 45985.3041, 0.032729, -0.998504, -0.043799
56, Calibrated Magnetic Field, 45985.3041, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
57, Motion, 45985.3041
58, Gyroscope, 45985.3355, -0.004576, 0.081153, -0.023284
59, Accelerometer, 45985.3355, 0.007826, -0.003618, -0.013109
60, Gravity, 45985.3355, 0.033265, -0.998503, -0.043425
61, Calibrated Magnetic Field, 45985.3355, 0.000000, 0.000000, 0.000000, 0.000000, 63113990400.000000, -0.000000
62, Motion, 45985.3355
63, Location, 45985.3846, -43.516258, 172.554360, 41.6442, 10.0000, 12.0000
64, Gyroscope, 45985.3669, 0.016291, -0.052979, -0.002053
65, Accelerometer, 45985.3669, -0.001302, -0.005579, -0.014695
66, Gravity, 45985.3669, 0.033345, -0.998479, -0.043899
67, Calibrated Magnetic Field, 45985.3669, 0.000000, 0.000000, 0.000000, 0.000000, 63113990400.000000, -0.000000
68, Motion, 45985.3669
69, Frame, 45985.3061, 2
70, Gyroscope, 45985.3982, 0.032918, -0.017790, -0.003235
71, Accelerometer, 45985.3982, 0.002606, -0.002606, 0.011622
72, Gravity, 45985.3982, 0.033512, -0.998553, -0.042048
73, Calibrated Magnetic Field, 45985.3982, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
74, Motion, 45985.3982
