1, Device, Nyanko Sensei, iPhone5,2
2, Motion Rate, 0.0333
3, Location, 46014.1767, -43.516185, 172.554458, 22.3931, 5.0000, 8.0000
4, Heading, 46014.8314, 338.1105, 1.6397
5, Heading, 46014.8314, 338.1105, 1.6397
6, Gyroscope, 46014.7965, 0.156538, 0.100160, -0.031503
7, Accelerometer, 46014.7965, -0.007153, -0.011199, -0.072952
8, Gravity, 46014.7965, 0.048809, -0.994615, -0.091431
9, Calibrated Magnetic Field, 46014.7965, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 12693339861990777734531468413227108398397304031478269167805665424772765147525733732035920358394964612893463222299917406111710055891427762321434515544303029238124107526666544764941998040516159256693038023693818205751409970977445223833830664431996803092135551349843361655935347318958389664415744.000000
10, Motion, 46014.7965
11, Gyroscope, 46014.8278, -0.115144, 0.034377, -0.082406
12, Accelerometer, 46014.8278, -0.025049, -0.032485, 0.119274
13, Gravity, 46014.8278, 0.051462, -0.994569, -0.090465
14, Calibrated Magnetic Field, 46014.8278, 0.000000, 0.000000, 0.000000, 0.000000, 63113990400.000000, 1147295704234002362131901859143297345450784539412426160042623171848752761837833603139801372676793087349420106758576640877747517408503758482917514307429109097764759411058702859646354412830995084549844895961947438638065010156682620612340831367954658993653184812836576988389086503005538304974479425536.000000
15, Motion, 46014.8278
16, Gyroscope, 46014.8592, 0.020755, 0.021842, -0.001973
17, Accelerometer, 46014.8592, 0.013526, -0.001442, -0.008890
18, Gravity, 46014.8592, 0.052133, -0.994407, -0.091849
19, Calibrated Magnetic Field, 46014.8592, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 109746262604129482663282110609397318269129653773898564822991353825105984640513663430535346765931442422622354922998290747691675684709128770323832637361909553375938527401440344684959465602283185934365002735762968595065408050270172254151077334514887163578052404734091121117804245456151416970496539105427456.000000
20, Motion, 46014.8592
21, Gyroscope, 46014.8906, 0.155520, 0.102193, 0.009373
22, Accelerometer, 46014.8906, 0.005839, -0.001312, 0.010321
23, Gravity, 46014.8906, 0.052251, -0.994691, -0.088660
24, Calibrated Magnetic Field, 46014.8906, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9840456945837715831640381102982659141695111593508498971276827322840000484702587648652264325081406466702364842746646298363949219210654187355259729179929498289706154833560216958406046334975017893896463301980772837460925708148988824101113194873125216733195797502732556006307060950554334701698144520561571659776.000000
25, Motion, 46014.8906
26, Frame, 46014.8890, 0
27, Gyroscope, 46014.9220, 0.026706, 0.052182, -0.014292
28, Accelerometer, 46014.9220, 0.000077, -0.008518, 0.066604
29, Gravity, 46014.9220, 0.052962, -0.994946, -0.085311
30, Calibrated Magnetic Field, 46014.9220, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
31, Motion, 46014.9220
32, Gyroscope, 46014.9533, -0.052978, -0.170698, 0.003502
33, Accelerometer, 46014.9533, -0.004186, -0.014054, 0.012651
34, Gravity, 46014.9533, 0.052938, -0.994827, -0.086702
35, Calibrated Magnetic Field, 46014.9533, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
36, Motion, 46014.9533
37, Heading, 46015.0136, 339.1396, 2.6688
38, Gyroscope, 46014.9847, -0.003062, -0.071826, 0.018300
39, Accelerometer, 46014.9847, -0.000149, 0.001319, 0.009780
40, Gravity, 46014.9847, 0.052212, -0.994804, -0.087402
41, Calibrated Magnetic Field, 46014.9847, 0.000000, 0.000000, 0.000000, 0.000000, 63113990400.000000, -0.000000
42, Motion, 46014.9847
43, Gyroscope, 46015.0161, -0.043006, 0.001179, -0.003078
44, Accelerometer, 46015.0161, 0.006385, -0.006454, -0.003329
45, Gravity, 46015.0161, 0.051904, -0.994737, -0.088346
46, Calibrated Magnetic Field, 46015.0161, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
47, Motion, 46015.0161
48, Frame, 46014.9889, 1
49, Gyroscope, 46015.0475, -0.004091, 0.008900, -0.011706
50, Accelerometer, 46015.0475, -0.008325, -0.006388, 0.011525
51, Gravity, 46015.0475, 0.051202, -0.994756, -0.088536
52, Calibrated Magnetic Field, 46015.0475, 0.000000, 0.000000, 0.000000, 0.000000, 63113990400.000000, -0.000000
53, Motion, 46015.0475
54, Heading, 46015.0938, 340.5927, 4.1219
55, Gyroscope, 46015.0788, -0.038402, -0.022651, -0.013367
56, Accelerometer, 46015.0788, 0.017983, 0.014582, 0.010487
57, Gravity, 46015.0788, 0.052238, -0.994670, -0.088902
58, Calibrated Magnetic Field, 46015.0788, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000
59, Motion, 46015.0788
60, Gyroscope, 46015.1102, 0.081962, -0.012978, -0.005946
61, Accelerometer, 46015.1102, -0.007237, -0.026252, -0.023716
62, Gravity, 46015.1102, 0.052403, -0.994790, -0.087444
63, Calibrated Magnetic Field, 46015.1102, 0.000000, 0.000000, 0.000000, 0.000000, 63113990400.000000, -0.000000
64, Motion, 46015.1102
65, Gyroscope, 46015.1416, 0.069972, -0.076475, -0.003603
66, Accelerometer, 46015.1416, 0.004417, -0.008567, 0.005937
